Svtotal,Ax,Ay,Az
1.1650778,0.37657446,-0.28937033,1.0638904
1.05815944,0.374118,-0.24982141,0.95777157
0.97845922,0.40728014,-0.2021662,0.86639147
1.05808536,0.59495325,-0.16114341,0.86000468
1.2438755,0.66201446,-0.09359091,1.04890603
1.2416623,0.59642713,-0.01400179,1.08894623
1.16426309,0.34046458,0.20093797,1.09508737
0.97935072,0.44928551,0.43209033,0.75535973
0.98039858,0.44289873,0.46451553,0.74111229
0.96624293,0.40998224,0.3822243,0.78704799
0.96527272,0.38934802,0.34734265,0.81210382
0.91484941,0.34414926,0.36674864,0.76420296
0.91659257,0.3259715,0.41317563,0.75044682
0.96262505,0.36060751,0.5600716,0.69493095
1.00627661,0.39941948,0.64555622,0.66054059
1.21805195,0.51217074,0.8157885,0.74553391
1.25264273,0.58414486,0.85853081,0.70058079
1.02424154,0.38296124,0.69984386,0.64236282
1.04879793,0.38861109,0.66889253,0.7081958
1.10212636,0.47581522,0.69566788,0.71016097
1.23222405,0.6357304,0.74356875,0.74921859
1.25755246,0.651943,0.71826727,0.80031284
